x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.18784614196509344,0.034209543352655816,0.0008075061042846139,0.3359647608960841,0.24244870715877534,-0.027181700480140337,0.40506529612573167,0.48316374938139683,-0.05698667598030267,0.4294622959397567,0.6818724842157687,-0.08887632815786463,0.38113480978543535,0.2571182706219444,-0.09283846668872545,0.48824122056315744,0.5595651810734222,-0.15200150029306214,0.5042049254996895,0.7853848893764165,-0.18697432411015102,0.5026733901345009,0.9479270095540698,-0.20678554622178644,0.2882470125801032,0.33119698531428193,-0.1211242628802576,0.3850828376627675,0.6382881477208611,-0.16373545680013707,0.4004978770484827,0.8389842929956784,-0.17821253174095605,0.4023917089838517,0.9806168379842836,-0.19190383043724002,0.17600186132571782,0.39957351842570615,-0.14515651584482464,0.2632690380050875,0.6954652053447314,-0.1784194510538258,0.28338388542681253,0.8754992166986607,-0.17172447541181818,0.2908876994896721,1.0,-0.1686923471529221,0.059847886662442826,0.4569562517533657,-0.16829211434930222,0.12432485571179554,0.6970775137353544,-0.18649383542546685,0.15065114878942906,0.8567843037128798,-0.1717738873250908,0.16665918038626054,0.9743133898823314,-0.16032431096975883,hello
0.0,0.0,0.0,0.24935245047773025,-0.2630187991378117,-0.0711305420408941,0.5256304329170015,-0.3521166021361774,-0.11605473059165478,0.7457321240313379,-0.3915195599106241,-0.15497990526559363,0.9447890037791209,-0.49845746969906723,-0.1994970361216494,0.5162430789719137,-0.02426079129142203,-0.17166397564130703,0.7393070546722851,0.10908836929021055,-0.27166780064664714,0.8737380222913638,0.19945464898274434,-0.33475061479194756,1.0,0.2771023356884195,-0.3838574584272953,0.41033185229544167,0.20208994846539377,-0.20567616194388852,0.5909441412976548,0.4235133609746411,-0.2956411880056035,0.727770494041918,0.5581930126666012,-0.3544578879554282,0.8593732284391848,0.6698515349820816,-0.40593224154910096,0.25858132313707755,0.3659633563705405,-0.24363372184574286,0.3896985911452183,0.5941325592597859,-0.35849078253154715,0.49938831234970116,0.7372417866917063,-0.4100653614442653,0.6008370066956777,0.8625960988547378,-0.44646430018341826,0.08213590177417607,0.44421928548117234,-0.2823032534427143,0.13461701086755662,0.67880416160581,-0.4062851834440987,0.1892153798257708,0.8326481471157345,-0.44746346048316715,0.24561968375153392,0.9824417769197377,-0.47231186185800794,hello
0.0,0.0,0.0,0.26896901858724653,-0.23204470385895015,-0.08354497905995063,0.5652241497440509,-0.3168731582707943,-0.1248494883235525,0.7999901262966741,-0.3679729086929285,-0.1571923296551415,1.0,-0.46844718002363017,-0.19078058980520843,0.5122577356796277,0.03899312243191982,-0.15500674080882368,0.7376690454730738,0.171753069354093,-0.24139693321928152,0.8648990513906244,0.2642429838331451,-0.2871428890037706,0.9826296207096924,0.3478425624661842,-0.32331126916936864,0.40129398884938666,0.29252980957762564,-0.17707377975191044,0.5940420206133571,0.5242996508845303,-0.2516587047751437,0.7286219312296563,0.6818879588186514,-0.294848943351836,0.8460996536865273,0.8094408615206438,-0.3353894810750534,0.2498527283777572,0.46089112841084745,-0.20683355104892145,0.37741630535361537,0.6896147988132876,-0.3145566758958957,0.4786884786557887,0.8310209075667926,-0.3612865412132452,0.5670394434433607,0.9471937000435644,-0.3926309626709374,0.07790418638349597,0.5335689234527807,-0.2379657170725743,0.11251084939867145,0.7516249914105453,-0.35142467965991153,0.15901532492156076,0.8785674590758347,-0.3900843144262884,0.20543307196929012,0.9919215761099076,-0.4145356984459664,hello
0.0,0.0,0.0,0.2373732221324117,-0.03181662280517512,-0.022478007927277274,0.4490919724930515,0.11866745388080722,-0.06239982958865302,0.5847073035961499,0.35309693212678456,-0.09949978197266088,0.6614142895984793,0.5596566293786286,-0.13740766845502772,0.4712863796104767,0.07605864222179035,-0.1660214493263704,0.6943697262922907,0.37631544082991697,-0.253498899241871,0.8253880253281072,0.5927440890850667,-0.29973522782037554,0.9300333427349721,0.7700740759889377,-0.32895463829607846,0.3706705338022766,0.2245457554370631,-0.20030150152623843,0.5717787423561677,0.5210906762671094,-0.28262295655832326,0.7054843559654321,0.738023874007577,-0.32072429022156024,0.81031132041939,0.9203647343452328,-0.3469685667239106,0.2432803287096043,0.37517154913310274,-0.22892098050618986,0.3910023085562453,0.6224054131281652,-0.30585251526447926,0.4869112569929497,0.7889496738431484,-0.3311477032564785,0.5674637594522245,0.9212390405896905,-0.3447359179406688,0.11022905992690726,0.5128581643538789,-0.2567113053428114,0.18691827360061378,0.7238715609967091,-0.3209033118110158,0.24363346718743437,0.8655396394479222,-0.3378224821063919,0.29573154828372394,1.0,-0.3448270011248608,hello
0.0,0.0,0.0,0.2531592343557158,-0.16908986890765834,-0.00305982577276432,0.4955139990172301,-0.19651253031616067,-0.02028519604816077,0.6919951701386294,-0.14184227361251925,-0.03898646062132395,0.8310851972057048,-0.07823710059975142,-0.0555159560914201,0.48804205731588196,-0.24459353847882273,-0.08475228675476797,0.7271000161977058,-0.22060130028855912,-0.15122797649343953,0.8757019687575159,-0.16367427231670278,-0.18762079921909347,1.0,-0.11431926278078068,-0.21207921569974103,0.44044152655469343,-0.019068026546785466,-0.12911773310791175,0.6710117785135523,0.06345901189631505,-0.19647355102933708,0.824220533128126,0.1329504421101084,-0.2345295700041041,0.9579988579799333,0.18711949707486886,-0.2595896569481533,0.35930901786819647,0.24161141540134587,-0.17117956539566592,0.5658333119727225,0.46842074549804674,-0.25279364223823675,0.7092400003708565,0.6377385821171874,-0.284282841313495,0.8348033069497974,0.7635963924382346,-0.2981773847045311,0.2586440938637964,0.49792729357060156,-0.20932277656630194,0.41483306273529624,0.7223882290126544,-0.28027571568637927,0.5207963272111096,0.8706490480711914,-0.2944256660843138,0.6183026985814191,0.9914697536476197,-0.2966559865534692,hello
0.0,0.0,0.0,0.1280246925294582,-0.15139356071208865,-0.08301513387776842,0.27485383585018747,-0.19882673321346053,-0.14251202546801223,0.3986351423370766,-0.2210787127749918,-0.19237462839967684,0.505356321075629,-0.2648243737121187,-0.2457366138797294,0.2692622762862208,0.18083751227589087,-0.13739068342650587,0.3934385462182349,0.34994117060997537,-0.20214078157432896,0.4767544837641954,0.47421588488416777,-0.24872985067435,0.5455034261793948,0.5870722415420891,-0.28402103539863466,0.20707747609265312,0.3454664996671079,-0.14327736598264287,0.3289828050548995,0.5905233285415846,-0.19827722414767196,0.41450049577994014,0.7526220195876566,-0.24208730385991403,0.48601813589905385,0.8950543776498924,-0.27784955859908,0.12217812653695735,0.4413750104770083,-0.1539297406262269,0.2138266462345237,0.6973848596555318,-0.2117987917611439,0.2757971619563619,0.8620004048474152,-0.248155567301718,0.3304033292374161,1.0,-0.27528266685464625,0.025364639424863642,0.4846529619490873,-0.16966069678567988,0.06374725818669476,0.7073906002653648,-0.2215961782813064,0.09280731635188198,0.8572924722102296,-0.24115074827325692,0.12171832424798802,0.9894672461045297,-0.255217738066674,hello
0.0,0.0,0.0,0.13125234294921928,-0.17573844953341997,-0.09123960728306324,0.2952915568193039,-0.24210082043637182,-0.15407332053098288,0.4287441966950107,-0.28073621690488654,-0.20585692202732458,0.5453712935526407,-0.33852852740016304,-0.26136032405512805,0.2970060058144463,0.13120253479798424,-0.1571672559735021,0.44229026617650785,0.28933249212900136,-0.2310008359081573,0.5338538139499525,0.40509406313052093,-0.2805254029049267,0.6113823859153035,0.5128216667205526,-0.31698505153026546,0.23207190549383908,0.3221193630498667,-0.16373167812030331,0.37325136251508445,0.5598077929658657,-0.2274351703052296,0.4715215341609642,0.7181029036404516,-0.27479386097563857,0.5553787997284145,0.8567006381560148,-0.31239658482614074,0.13920329677531543,0.4414186235298949,-0.17535175049941149,0.2451714492686503,0.686483465878358,-0.2449710119668645,0.3144794917121858,0.8398182963689858,-0.28255257281451185,0.37683361718154024,0.9695130423080922,-0.3084082189616766,0.03291969265749206,0.5057047809708395,-0.1920085902508601,0.08175614802982548,0.7253084828524516,-0.25392902435074377,0.11341796641182952,0.8732858786900631,-0.27355695855330214,0.14364932964345228,1.0,-0.2862533402969545,hello
0.0,0.0,0.0,0.015189591854564735,-0.3208239229481511,-0.14960934560247924,-0.04081604985755129,-0.5722466526812192,-0.24559376813036393,-0.10736575828205949,-0.7717757735763414,-0.3268026986402972,-0.15181231716906157,-1.0,-0.41224948774490383,-0.2993346033378289,-0.3067608157084225,-0.2326226097265929,-0.4908902115591832,-0.3671892966136672,-0.33817631444753504,-0.624297422064939,-0.3960405584672378,-0.40659779618527875,-0.7512580375317459,-0.40414411772680575,-0.45508176179272686,-0.33502511053959794,-0.03762463634656461,-0.22146334797444864,-0.5572056854961402,-0.013712132091179226,-0.31546203382608307,-0.7022829452187545,0.004579246573347781,-0.37405241419477264,-0.8377397702543792,0.03740320567344549,-0.4190226741975644,-0.31600692711466294,0.20154559614057885,-0.21887545543711423,-0.4938491479689133,0.2956114549451344,-0.30831358263573,-0.6012367480520628,0.36951406762623307,-0.35281210994601514,-0.7001078030964142,0.4350685932976299,-0.3811498698006843,-0.2620180117031885,0.407402814027357,-0.2280006523899068,-0.4109911457857375,0.5510048734832501,-0.30511375877604774,-0.494120538623836,0.6606431832994074,-0.33557331152625686,-0.5759497166591183,0.7582187935894564,-0.35441836101927604,hello
0.0,0.0,0.0,0.1349962676544397,-0.12190003843648112,-0.08155670870937304,0.27860030363336047,-0.13728910021533333,-0.13717675018070374,0.39624672956002843,-0.1302896537600228,-0.18321747958713464,0.4998148667560055,-0.15718294726188303,-0.23239266275403356,0.2628710270554242,0.2422659567047915,-0.1365486791578036,0.38308297679416004,0.4302563371962739,-0.20257072086583772,0.46026387608909547,0.5587402925624667,-0.2489819138585259,0.5234043295208499,0.6813437631244259,-0.28316540854345806,0.1937770001439513,0.3838643207056879,-0.14126398856405642,0.304325291352979,0.6302432776968979,-0.19787841398689482,0.3800440461297135,0.7991549168273133,-0.2402639560080601,0.44466482349641384,0.9543971185995468,-0.27395512240685865,0.1062601749082496,0.4613887738762523,-0.150972933319406,0.18525456377562,0.7068813915490199,-0.21150288975187725,0.2369438397005813,0.8646575814103963,-0.2441808319235236,0.2849404679752879,1.0,-0.2670791522196181,0.00779488869002833,0.48922517099782,-0.16586655961589522,0.0390278686748615,0.7047514317218208,-0.22201131145943648,0.05897699598865604,0.8481517840314972,-0.24105195488464637,0.08003877780894249,0.9761204085842464,-0.2529389514446555,hello
0.0,0.0,0.0,0.13311650194310737,-0.12419697732206378,-0.08269113625331813,0.27549650749163795,-0.15148834472078254,-0.14196323699653707,0.3951806300947213,-0.1531783284266476,-0.19143641168327316,0.5008393834999263,-0.17815606326521302,-0.24416071355549096,0.2695606266698871,0.23198653097942035,-0.1395756793333209,0.38935878578409633,0.4130189315564077,-0.2079789849713608,0.46602235414730225,0.5408232015320524,-0.2567760025987882,0.5297639032940474,0.6601954997079917,-0.2930238162758413,0.20131145726696734,0.38109842958638024,-0.1457974926858373,0.3150413784284797,0.6216605062024645,-0.2048710694167059,0.39316723136549936,0.7808614579773587,-0.250701174831309,0.4616642899712927,0.9273516384990252,-0.2868299278476682,0.11292830057182768,0.45875093752967755,-0.15682911136494304,0.1932346811576538,0.7056538180545595,-0.2198921549545582,0.24638018202470516,0.8640942771618144,-0.2569872271938838,0.2974842423975036,1.0,-0.28326619340243525,0.013599134369408005,0.48224507605300565,-0.172725684175199,0.041596406466505795,0.6963495604172913,-0.23066140786959313,0.06202576701705163,0.8383130522825623,-0.2521479896980807,0.08634807233429373,0.9663947487869132,-0.2661608803105203,hello
